id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50757716,28823091,3/5/15,f,2,5,f,District 1,32.74502,-96.84386,Entire bungalow,Entire home/apt,5,1,2,2,$265.0,4,1125,3,3,1125,1125,3,1125,t,1,1,1,1,23,12,0,7/7/21,1/13/24,4.96,4.96,4.96,4.88,4.92,5,4.88,f,1,1,0,0,0.72
50759508,203603888,7/19/18,t,7,8,t,District 14,32.78264,-96.8016,Entire rental unit,Entire home/apt,4,1,1,2,$104.0,1,1125,1,1,1125,1125,1,1125,t,8,21,40,263,178,49,0,7/20/21,1/22/24,4.81,4.84,4.75,4.81,4.96,4.87,4.8,f,6,6,0,0,5.63
50794388,51662786,12/18/15,f,12,12,t,District 14,32.82174,-96.76468,Entire home,Entire home/apt,6,2,2,2,$123.0,30,1125,2,30,4,1125,27.7,1104.4,t,0,0,0,0,83,28,0,7/10/21,1/22/24,4.52,4.6,4.68,4.85,4.62,4.89,4.56,f,12,12,0,0,2.6
50814071,100555769,10/20/16,t,11,15,f,District 2,32.81292,-96.86236,Private room in home,Private room,2,1,1,1,$45.0,2,365,1,2,1125,1125,2,1125,t,11,38,68,68,62,28,3,7/8/21,2/15/24,4.81,4.92,4.81,4.94,4.94,4.63,4.92,f,3,0,3,0,1.94
50856358,411166895,7/5/21,f,1,1,t,District 12,32.98695,-96.79494,Entire home,Entire home/apt,12,3.5,6,7,$373.0,31,365,31,90,1125,1125,80.4,1125,t,0,11,41,265,12,1,0,7/14/21,7/5/23,4.92,5,5,5,4.83,4.75,4.83,f,1,1,0,0,0.38
50857896,25741592,1/7/15,f,3,3,t,District 3,32.67636,-96.79991,Private room in home,Private room,1,1,1,1,$60.0,2,7,2,2,1125,1125,2,1125,t,30,60,90,365,2,0,0,11/25/21,11/28/21,5,5,5,5,5,5,5,f,3,1,2,0,0.07
50872166,8391909,8/25/13,f,1,1,t,District 9,32.82662,-96.70716,Entire home,Entire home/apt,4,1,2,2,$457.0,2,1125,2,2,1125,1125,2,1125,t,0,14,44,319,44,15,0,7/25/21,1/1/24,4.93,4.91,4.84,4.98,5,4.95,4.77,t,1,1,0,0,1.4
50880402,132762920,5/31/17,f,1,1,t,District 7,32.76171431,-96.77006196,Entire home,Entire home/apt,8,3,4,5,$257.0,30,730,5,60,730,730,53.7,730,t,13,43,73,163,2,2,0,7/10/23,7/16/23,5,5,5,5,5,4.5,5,f,1,1,0,0,0.26
50892110,254391347,4/9/19,t,10,12,t,District 14,32.81339,-96.76909,Entire home,Entire home/apt,10,3.5,3,5,$402.0,2,1125,1,2,1125,1125,2,1125,t,0,0,0,0,131,40,1,7/27/21,2/6/24,4.91,4.95,4.92,5,5,4.98,4.89,f,3,3,0,0,4.17
50898736,411550914,7/7/21,t,2,2,t,District 14,32.81625,-96.80911,Entire home,Entire home/apt,9,2.5,3,5,$162.0,2,30,2,3,1125,1125,2.1,1125,t,14,32,56,66,123,39,1,7/18/21,2/20/24,4.81,4.85,4.72,4.93,4.97,4.83,4.79,f,1,1,0,0,3.88
50931570,226511427,11/19/18,t,16,25,t,District 9,32.8287,-96.66154,Entire guesthouse,Entire home/apt,2,1,1,1,$65.0,3,1125,3,3,1125,1125,3,1125,t,8,28,58,148,28,16,0,8/20/21,1/1/24,4.75,4.64,4.57,4.96,4.86,4.57,4.68,f,5,5,0,0,0.92
50939847,72468120,5/17/16,f,2,3,t,District 2,32.81829,-96.8318,Entire condo,Entire home/apt,4,1,1,1,$71.0,32,730,32,32,730,730,32,730,t,0,0,0,263,1,0,0,10/23/21,10/23/21,5,5,5,5,5,5,5,f,2,2,0,0,0.04
50959195,146477,6/17/10,t,1,2,t,District 1,32.74949,-96.84387,Entire guesthouse,Entire home/apt,2,1,1,1,$89.0,1,32,2,4,32,32,3.7,32,t,26,52,82,357,73,31,2,2/13/22,2/18/24,4.99,4.99,4.93,4.97,4.99,4.99,4.96,t,1,1,0,0,2.96
50961679,158221840,11/10/17,t,1,2,t,District 1,32.74318,-96.85944,Entire home,Entire home/apt,6,1.5,2,2,$109.0,2,1125,1,2,1125,1125,1.3,1125,t,10,27,56,67,118,56,1,8/30/21,2/21/24,4.89,4.93,4.94,4.97,4.98,4.93,4.91,f,1,1,0,0,3.9
51014349,50284779,12/1/15,t,2,2,t,District 6,32.87729,-96.84447,Entire home,Entire home/apt,5,2,3,3,$330.0,6,365,6,6,365,365,6,365,t,0,4,34,309,5,1,0,1/9/22,5/14/23,5,5,5,5,5,5,4.8,f,2,2,0,0,0.19
51025739,386021104,1/25/21,f,8,8,t,District 14,32.82344,-96.76902,Entire rental unit,Entire home/apt,4,1,1,2,$81.0,1,1125,1,1,1125,1125,1,1125,t,21,35,61,325,97,28,0,7/25/21,1/15/24,4.43,4.4,4.56,4.9,4.82,4.82,4.45,t,8,8,0,0,3.09
51062381,25134399,12/23/14,f,2,3,t,District 7,32.81329,-96.69391,Entire home,Entire home/apt,10,3,4,5,$225.0,2,30,2,2,1125,1125,2,1125,t,15,23,53,143,42,19,0,9/6/21,1/14/24,4.86,4.88,4.69,4.86,4.98,4.79,4.83,f,2,1,1,0,1.4
51063014,36459240,6/22/15,f,19,73,t,District 14,32.80512,-96.79485,Entire rental unit,Entire home/apt,5,2,2,2,$146.0,2,219,2,5,1125,1125,4.7,1125,t,18,48,78,168,54,17,1,7/23/21,1/28/24,4.67,4.78,4.7,4.7,4.85,4.89,4.61,f,5,5,0,0,1.71
51070853,35999704,6/16/15,t,1,1,t,District 14,32.81315,-96.73449,Entire condo,Entire home/apt,4,1,1,1,$90.0,60,365,30,30,1125,1125,30,1125,t,11,20,20,71,26,7,0,10/10/21,1/10/24,4.96,5,4.73,4.96,5,5,5,f,1,1,0,0,0.9
51101645,151135670,9/18/17,f,1,2,t,District 10,32.8801,-96.73492,Entire rental unit,Entire home/apt,4,1,1,2,$113.0,1,14,1,1,14,14,1,14,t,29,49,79,169,13,0,0,7/25/21,4/4/22,4.38,4.31,4.69,4.46,4.46,4.69,4.38,f,1,1,0,0,0.41
51108409,102268300,11/2/16,f,1,1,t,District 2,32.78487,-96.7829,Entire rental unit,Entire home/apt,6,2,2,3,$198.0,30,1125,1,30,1125,1125,17.6,1125,t,30,55,85,85,59,4,0,10/10/21,4/2/23,4.92,4.95,4.88,4.83,5,4.83,4.86,f,1,1,0,0,2.04
51166757,373957214,10/31/20,f,25,30,t,District 1,32.75283,-96.82346,Entire rental unit,Entire home/apt,2,1,1,1,$68.0,1,65,1,3,65,65,1,65,t,1,1,1,1,159,60,2,7/23/21,2/4/24,4.79,4.89,4.76,4.88,4.88,4.87,4.71,t,25,25,0,0,5.04
51178473,122082073,3/22/17,f,5,5,t,District 2,32.80558,-96.82574,Entire home,Entire home/apt,8,2.5,4,4,$187.0,1,1125,1,2,1125,1125,1.3,1125,t,16,32,47,47,97,48,3,7/24/21,2/1/24,4.79,4.85,4.84,4.89,4.87,4.77,4.74,f,5,5,0,0,3.08
51193890,68299103,4/21/16,f,4,8,t,District 10,32.89202,-96.73932,Private room in rental unit,Private room,2,1,1,1,$52.0,1,3,1,3,1125,1125,1.9,1125,t,30,57,87,177,86,34,4,5/12/22,2/6/24,4.9,4.88,4.91,4.91,4.93,4.7,4.91,f,4,0,4,0,3.96
51195626,373957214,10/31/20,f,25,30,t,District 1,32.75248,-96.82498,Entire rental unit,Entire home/apt,2,1,1,1,$70.0,1,60,1,3,60,60,1,60,t,1,1,1,1,200,63,5,7/30/21,2/16/24,4.81,4.92,4.8,4.86,4.88,4.87,4.8,t,25,25,0,0,6.39
51247914,998462,8/20/11,t,76,248,t,District 1,32.74156,-96.85505,Entire home,Entire home/apt,12,2,4,7,$139.0,1,1125,1,4,1125,1125,1.6,1125,t,12,23,28,79,30,8,1,8/3/21,2/4/24,4.57,4.6,4.43,4.6,4.73,4.47,4.47,t,6,6,0,0,0.96
51263301,23916014,11/18/14,t,77,77,t,District 2,32.79837305,-96.77456387,Entire condo,Entire home/apt,3,1,1,1,$112.0,1,1125,5,19,365,365,18.3,365,t,30,60,90,365,8,4,0,11/29/21,12/31/23,4.88,4.88,5,4.88,5,5,4.88,f,77,77,0,0,0.29
51264907,56393267,1/27/16,t,8,8,t,District 1,32.753323,-96.837936,Entire home,Entire home/apt,4,1,2,4,$146.0,2,120,3,60,1125,1125,57,1125,t,0,0,21,296,41,17,1,8/30/21,2/7/24,4.95,5,4.98,4.98,5,4.95,4.73,f,8,8,0,0,1.36
51269421,188404825,5/7/18,t,1,1,t,District 1,32.73824,-96.86624,Entire guesthouse,Entire home/apt,1,1,1,1,$69.0,1,7,1,1,7,7,1,7,t,4,9,9,60,206,76,5,9/2/21,2/18/24,4.99,5,5,4.99,4.99,4.87,4.94,f,1,1,0,0,6.84
51270983,356896257,7/17/20,t,19,27,t,District 11,32.92625,-96.77643,Entire rental unit,Entire home/apt,4,1,1,1,$88.0,30,1125,2,7,1125,1125,6.5,1125,t,24,54,84,174,9,2,0,9/5/22,11/4/23,4.89,4.89,4.89,4.89,5,4.78,4.44,f,10,10,0,0,0.5
51279118,329464978,1/20/20,f,35,38,t,District 10,32.91419,-96.73688,Entire rental unit,Entire home/apt,2,1,1,1,$74.0,14,1125,14,14,1125,1125,14,1125,t,0,22,52,142,16,3,1,8/1/21,2/3/24,4.75,4.94,4.88,5,4.75,4.44,4.63,f,35,35,0,0,0.51
51285505,72468120,5/17/16,f,2,3,t,District 2,32.81809,-96.83228,Entire condo,Entire home/apt,4,1,1,1,$71.0,60,365,60,60,365,365,60,365,t,0,0,0,202,0,0,0,,,,,,,,,,f,2,2,0,0,
51305835,81675305,7/4/16,t,2,4,t,District 14,32.83561,-96.7544,Entire home,Entire home/apt,6,2,2,3,$128.0,30,120,30,30,1125,1125,30,1125,t,16,17,47,322,57,19,0,10/16/21,12/31/23,4.98,5,4.96,5,5,4.98,4.93,t,2,2,0,0,1.99
51306937,294407892,9/12/19,t,1,4,t,District 7,32.76268663,-96.76954333,Entire home,Entire home/apt,3,1.5,1,1,$192.0,2,28,2,2,28,28,2,28,t,0,0,0,0,8,8,0,3/20/23,12/11/23,4.89,4.78,4.89,4.89,4.89,4,4.56,f,1,1,0,0,0.7
51321557,110821540,1/10/17,t,1,1,t,District 2,32.78704,-96.78118,Entire condo,Entire home/apt,3,1,1,1,$96.0,2,365,2,2,1125,1125,2,1125,t,7,28,42,317,39,17,1,8/15/21,1/28/24,4.82,4.79,4.85,4.49,4.79,4.77,4.69,f,1,1,0,0,1.27
51331716,71692768,5/12/16,t,4,6,t,District 2,32.79527,-96.7535,Shared room in home,Shared room,1,1.5,1,2,$29.0,1,30,1,1,1125,1125,1,1125,t,30,60,90,90,3,0,0,5/15/22,6/25/22,5,5,5,5,5,4.67,5,f,4,0,0,4,0.14
51350443,408378889,6/21/21,f,1,2,t,District 4,32.6837,-96.80747,Private room in home,Private room,1,2.5,2,3,"$1,055.0",2,2,2,2,2,2,2,2,t,30,60,90,180,3,0,0,8/8/21,11/27/21,3,3,3.33,3.33,3.67,2.67,3,f,1,0,1,0,0.1
51350768,71904530,5/14/16,t,5,6,t,District 2,32.78466,-96.77867,Entire loft,Entire home/apt,4,1,1,2,$99.0,1,1125,1,1,1125,1125,1,1125,t,13,31,59,157,194,57,3,8/15/21,2/16/24,4.9,4.93,4.87,4.89,4.95,4.73,4.83,f,1,1,0,0,6.31
51352372,76969663,6/10/16,f,2,9,t,District 2,32.80405,-96.77979,Entire rental unit,Entire home/apt,4,1,1,2,$90.0,1,1125,1,1,1125,1125,1,1125,t,30,60,90,90,9,0,0,10/3/21,2/14/22,5,4.89,5,4.78,5,4.56,4.78,f,1,1,0,0,0.31
51369068,181794187,4/1/18,f,12,13,t,District 2,32.77681,-96.79711,Entire rental unit,Entire home/apt,4,1,1,3,$70.0,2,365,2,4,1125,1125,3.1,1125,t,10,32,58,333,72,23,2,8/16/21,2/4/24,4.56,4.71,4.56,4.6,4.79,4.75,4.68,t,12,12,0,0,2.35
51385015,407831997,6/18/21,t,10,14,t,District 6,32.7923,-96.85579,Entire home,Entire home/apt,16,2.5,5,8,$269.0,1,365,1,3,365,365,1.1,365,t,0,0,0,0,75,27,3,8/11/21,2/9/24,4.87,4.87,4.76,4.96,4.89,4.68,4.8,f,8,8,0,0,2.43
51388629,47487405,10/26/15,t,6,6,t,District 14,32.818371,-96.78495,Entire home,Entire home/apt,12,3,3,6,$912.0,3,180,3,4,180,365,3.4,182.6,t,19,41,62,152,33,10,0,11/8/21,11/19/23,5,5,4.97,5,5,5,4.88,f,6,6,0,0,1.18
51419886,329464978,1/20/20,f,35,38,t,District 10,32.91358,-96.73772,Entire rental unit,Entire home/apt,2,1,1,1,$74.0,30,1125,30,30,1125,1125,30,1125,t,0,0,22,202,10,1,0,9/20/21,6/4/23,4.6,4.7,4.7,5,5,4.2,4.3,f,35,35,0,0,0.34
51435289,293238139,9/8/19,t,1,1,t,District 4,32.70134,-96.80673,Entire home,Entire home/apt,6,1,3,2,$239.0,1,7,1,1,1125,1125,1,1125,t,29,59,89,364,51,26,1,2/4/22,2/18/24,4.96,5,5,5,5,4.82,4.96,t,1,1,0,0,2.04
51451233,228278867,11/29/18,f,4,4,t,District 2,32.81362,-96.77874,Entire rental unit,Entire home/apt,2,1,1,0,$85.0,7,365,7,7,1125,1125,7,1125,t,12,40,70,345,15,4,0,8/23/21,1/5/24,4.87,4.93,4.87,4.93,4.93,5,5,f,2,2,0,0,0.49
51465535,416833669,8/4/21,t,1,1,f,District 14,32.81882,-96.80893,Entire condo,Entire home/apt,2,1,1,1,$99.0,30,365,30,30,1125,1125,30,1125,t,0,22,49,258,8,2,0,8/30/21,5/29/23,4.75,4.88,4.75,5,4.75,4.88,4.88,t,1,1,0,0,0.26
51472129,391994705,3/10/21,f,3,4,t,District 14,32.79155,-96.79194,Entire rental unit,Entire home/apt,4,2,2,2,$172.0,2,1125,2,2,1125,1125,2,1125,t,0,0,0,52,7,0,0,12/19/21,5/22/22,4.29,4.71,4.14,4.57,4.57,4.71,4.29,f,3,3,0,0,0.26
51486599,98693126,10/7/16,f,1,2,t,District 14,32.81256,-96.81072,Entire home,Entire home/apt,2,1.5,1,0,$150.0,2,365,2,2,365,365,2,365,t,0,0,21,296,6,2,1,10/31/21,1/29/24,4.5,4.33,5,4.33,4.33,4.5,4.5,f,1,1,0,0,0.21
51491560,311073918,11/21/19,t,9,13,t,District 2,32.80035,-96.780548,Entire rental unit,Entire home/apt,3,1,1,1,$74.0,2,365,1,2,1125,1125,2,1125,t,18,41,71,346,35,13,0,8/14/21,10/6/23,4.89,4.91,4.83,4.97,4.97,4.89,4.83,f,8,8,0,0,1.14
51493359,417089157,8/5/21,f,1,3,t,District 14,32.80052,-96.76718,Entire rental unit,Entire home/apt,4,1,1,2,$75.0,15,365,15,15,365,365,15,365,t,30,60,90,365,18,0,0,2/27/22,8/29/22,4.61,4.61,4.72,4.67,4.5,4.78,4.72,f,1,1,0,0,0.74
51493422,372592509,10/19/20,f,56,76,t,District 14,32.7819,-96.7977,Entire rental unit,Entire home/apt,8,3,3,5,$322.0,2,365,1,3,365,365,2.2,365,t,23,53,79,354,15,2,0,8/19/21,11/8/23,4.67,4.8,4.73,4.73,5,4.87,4.73,t,50,50,0,0,0.49
51502434,329464978,1/20/20,f,35,38,t,District 10,32.91552,-96.73767,Entire rental unit,Entire home/apt,2,1,1,1,$74.0,14,1125,14,14,1125,1125,14,1125,t,5,35,55,257,11,4,0,11/8/21,1/16/24,4.64,4.82,4.82,5,5,4.09,4.45,f,35,35,0,0,0.39
51510146,346661151,5/18/20,t,1,1,t,District 1,32.72884,-96.84127,Entire home,Entire home/apt,2,1,1,1,$156.0,4,28,1,4,1125,1125,3.9,1125,t,30,50,80,260,12,12,0,5/29/23,1/1/24,5,5,5,5,5,4.83,5,f,1,1,0,0,1.33
51519634,51662786,12/18/15,f,12,12,t,District 14,32.80042,-96.78718,Entire rental unit,Entire home/apt,2,1,0,1,$65.0,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,84,29,0,8/24/21,12/27/23,4.64,4.73,4.6,4.91,4.69,4.69,4.62,f,12,12,0,0,2.76
51522362,51662786,12/18/15,f,12,12,t,District 14,32.80218,-96.78698,Entire rental unit,Entire home/apt,2,1,0,1,$60.0,3,1125,3,3,1125,1125,3,1125,t,9,28,58,58,73,26,3,8/30/21,2/3/24,4.6,4.74,4.6,4.88,4.63,4.7,4.68,f,12,12,0,0,2.41
51556582,389385913,2/20/21,f,58,60,t,District 6,32.7925,-96.88899,Entire home,Entire home/apt,10,2.5,5,6,$145.0,1,1125,2,4,1125,1125,3.7,1125,t,27,57,87,362,65,19,4,8/18/21,2/16/24,4.8,4.85,4.8,4.98,4.97,4.11,4.66,f,13,13,0,0,2.12
51558547,417677922,8/9/21,t,1,1,t,District 2,32.76749,-96.78802,Entire home,Entire home/apt,10,3,2,5,$571.0,1,1125,1,2,1125,1125,1.2,1125,t,0,0,0,0,38,10,0,9/6/21,9/24/23,4.9,4.9,4.95,4.92,4.9,4.82,4.9,t,1,1,0,0,1.27
51596539,417956989,8/11/21,f,6,7,t,District 3,32.63998,-96.96765,Entire home,Entire home/apt,16,2.5,5,7,$550.0,2,1125,2,2,1125,1125,2,1125,t,22,49,79,303,76,2,0,8/19/21,5/29/23,4.79,4.83,4.74,4.92,4.91,4.87,4.78,t,2,2,0,0,2.48
51606372,33847750,5/20/15,f,1,1,t,District 14,32.7808,-96.79816,Entire rental unit,Entire home/apt,2,1,1,1,$126.0,1,29,1,2,1125,1125,1.3,1125,t,0,17,45,240,73,16,0,9/6/21,1/1/24,4.73,4.81,4.77,4.88,4.92,4.85,4.71,f,1,1,0,0,2.43
51614054,418079341,8/12/21,t,5,6,t,District 2,32.79397,-96.7724,Tiny home,Entire home/apt,2,1,0,1,$79.0,1,1125,1,7,1125,1125,1.6,1125,t,1,1,1,22,207,66,2,9/19/21,2/18/24,4.89,4.9,4.87,4.94,4.96,4.83,4.89,t,5,5,0,0,7
51625568,31181953,4/13/15,t,3,3,t,District 14,32.81718,-96.79445,Entire home,Entire home/apt,10,3,4,6,$736.0,2,365,2,4,1125,1125,2.1,1125,t,17,36,63,319,42,13,2,9/27/21,2/11/24,4.88,4.81,4.83,4.9,5,5,4.69,t,3,3,0,0,1.43
51652618,23916014,11/18/14,t,77,77,t,District 2,32.79679,-96.77634,Entire condo,Entire home/apt,3,1,1,1,$89.0,1,1125,5,19,365,365,18.3,365,t,30,60,90,365,13,0,0,10/9/21,1/25/23,4.85,4.77,4.77,4.92,4.92,4.77,4.62,f,77,77,0,0,0.45
51671675,410291824,7/1/21,t,14,14,t,District 14,32.82533,-96.78323,Entire home,Entire home/apt,10,3.5,4,8,$468.0,2,1125,3,30,1125,1125,22.2,1125,t,12,36,66,341,82,9,1,8/23/21,2/5/24,4.96,4.96,4.98,5,5,4.78,4.94,t,12,12,0,0,2.69
51672607,130298718,5/14/17,f,2,4,t,District 1,32.74221,-96.84178,Entire home,Entire home/apt,7,2,3,4,$200.0,3,730,3,3,730,730,3,730,t,30,56,86,361,40,3,0,8/30/21,1/1/24,4.73,4.83,4.8,4.93,4.93,4.8,4.8,f,2,2,0,0,1.32
51673319,36151189,6/18/15,f,42,64,t,District 2,32.77813,-96.79694,Entire rental unit,Entire home/apt,8,1,2,2,$107.0,1,90,1,3,1125,1125,2.4,1125,t,15,32,52,228,43,8,3,8/22/21,2/19/24,4.56,4.72,4.6,4.67,4.81,4.58,4.6,t,41,41,0,0,1.41
51673820,36151189,6/18/15,f,42,64,t,District 2,32.77662,-96.79539,Entire rental unit,Entire home/apt,8,1,2,2,$121.0,1,120,1,3,1125,1125,2.4,1125,t,12,31,54,324,51,13,1,9/1/21,2/4/24,4.71,4.82,4.76,4.69,4.82,4.63,4.55,t,41,41,0,0,1.69
51676208,112593570,1/21/17,f,80,173,t,District 14,32.80923,-96.79519,Entire rental unit,Entire home/apt,3,1,1,2,$120.0,90,310,90,90,310,310,90,310,t,0,0,0,144,1,0,0,7/1/22,7/1/22,5,5,5,5,5,5,5,f,64,64,0,0,0.05
51694765,28836312,3/5/15,f,4,21,t,District 2,32.77824,-96.79676,Entire loft,Entire home/apt,6,2,2,4,$309.0,1,1125,1,1,1125,1125,1,1125,t,0,0,0,17,85,7,0,8/23/21,4/23/23,4.87,4.84,4.84,4.86,4.87,4.66,4.86,t,3,3,0,0,2.79
51722121,404886488,6/2/21,t,13,13,t,District 14,32.8317,-96.76888,Entire home,Entire home/apt,14,2.5,3,8,$129.0,1,365,1,1,365,365,1,365,t,9,22,43,311,61,32,1,6/11/22,1/28/24,4.75,4.89,4.84,4.82,4.85,4.9,4.67,f,4,4,0,0,2.94
51731957,112593570,1/21/17,f,80,173,t,District 14,32.80833,-96.79625,Entire rental unit,Entire home/apt,4,1,1,2,$120.0,28,320,28,28,1125,1125,28,1125,t,0,0,0,51,0,0,0,,,,,,,,,,t,64,64,0,0,
51733700,25741592,1/7/15,f,3,3,t,District 3,32.67564,-96.79979,Private room in home,Private room,1,1,1,1,$60.0,2,7,2,2,1125,1125,2,1125,t,30,60,90,365,5,0,0,11/9/21,10/13/22,4,4.4,3.6,4.6,4.6,4,4.2,f,3,1,2,0,0.18
51750489,419237632,8/19/21,t,3,3,f,District 2,32.81185,-96.77565,Entire home,Entire home/apt,10,3.5,4,5,$621.0,2,1125,2,2,1125,1125,2,1125,t,17,39,63,317,64,18,2,9/26/21,2/11/24,4.98,4.94,4.98,4.98,5,4.95,4.91,f,1,1,0,0,2.18
51769361,389385913,2/20/21,f,58,60,t,District 12,32.97044,-96.7785,Entire home,Entire home/apt,12,3,5,6,$235.0,1,1125,2,4,1125,1125,3.7,1125,t,0,0,0,228,36,17,1,2/22/22,1/25/24,4.75,4.78,4.69,4.92,4.81,4.83,4.64,f,13,13,0,0,1.48
51770295,419391001,8/20/21,f,1,1,t,District 1,32.76632,-96.8221,Entire rental unit,Entire home/apt,3,1,1,1,$114.0,1,6,1,1,6,6,1,6,t,30,58,88,363,5,0,0,10/8/21,10/31/21,4.8,4.6,5,4.8,5,4.6,4.8,f,1,1,0,0,0.17
51786522,419519764,8/21/21,t,5,8,t,District 1,32.74647,-96.834,Tiny home,Entire home/apt,2,1,1,1,$100.0,2,365,2,3,1125,1125,2.1,1125,t,3,21,51,61,65,18,0,8/29/21,11/25/23,4.78,4.86,4.78,4.94,4.95,4.83,4.72,f,5,5,0,0,2.15
51787811,419519764,8/21/21,t,5,8,t,District 1,32.74634,-96.83525,Entire rental unit,Entire home/apt,2,1,1,1,$80.0,2,1125,2,3,1125,1125,2.1,1125,t,5,31,51,89,55,25,0,10/3/21,12/19/23,4.89,4.93,4.87,4.93,4.98,4.87,4.87,t,5,5,0,0,1.89
51788177,73227695,5/21/16,t,17,19,t,District 4,32.70409,-96.80294,Entire home,Entire home/apt,16,2,4,5,$195.0,1,1125,1,1,1125,1125,1,1125,t,19,43,73,348,185,67,6,8/28/21,2/16/24,4.82,4.79,4.72,4.85,4.89,4.36,4.7,t,6,3,3,0,6.11
51805654,102963182,11/8/16,f,3,3,f,District 4,32.68979,-96.83404,Entire home,Entire home/apt,8,2,3,5,$274.0,2,365,2,3,1125,1125,2,1125,t,0,14,44,319,16,1,0,8/29/21,11/13/23,5,4.94,5,5,4.94,4.94,4.81,t,2,2,0,0,0.53
51806437,419704443,8/22/21,t,1,1,t,District 12,32.9922,-96.84829,Entire rental unit,Entire home/apt,2,1,1,1,$81.0,1,30,1,1,1125,1125,1,1125,t,8,38,68,343,50,25,0,3/6/22,1/1/24,4.84,4.9,4.86,4.78,4.86,4.74,4.8,f,1,1,0,0,2.09
51824266,155182441,10/19/17,f,1,7,t,District 11,32.94572,-96.80411,Entire home,Entire home/apt,6,2,2,1,$250.0,1,365,1,1,365,365,1,365,t,29,59,89,364,0,0,0,,,,,,,,,,f,1,1,0,0,
51829327,329464978,1/20/20,f,35,38,t,District 10,32.91429,-96.73707,Entire rental unit,Entire home/apt,2,1,1,2,$74.0,14,360,14,14,1125,1125,14,1125,t,29,59,89,179,14,1,0,8/31/21,8/12/23,4.14,4,4.43,4.57,4.79,4,3.64,f,35,35,0,0,0.46
51841860,17222607,6/24/14,t,1,1,t,District 9,32.82339,-96.71175,Entire home,Entire home/apt,4,1,2,3,$167.0,2,365,2,2,1125,1125,2,1125,t,0,0,0,0,110,46,3,10/10/21,2/21/24,4.95,4.95,4.9,4.98,4.96,4.93,4.9,f,1,1,0,0,3.81
51842750,43042344,8/31/15,f,170,227,t,District 1,32.74765,-96.8226,Entire rental unit,Entire home/apt,2,1,1,1,$71.0,1,1125,1,4,91,1125,2.1,1115.6,t,8,8,8,8,35,2,1,9/3/21,2/13/24,3.8,3.97,4.11,4.63,4.17,3.83,3.74,t,79,79,0,0,1.16
51842921,63064721,3/15/16,f,2,2,t,District 13,32.89223,-96.76585,Entire rental unit,Entire home/apt,4,1,1,1,$91.0,14,260,14,14,1125,1125,14,1125,t,30,60,90,365,1,0,0,2/8/22,2/8/22,5,5,5,5,5,5,5,f,2,2,0,0,0.04
51868352,395748661,4/6/21,f,5,7,t,District 13,32.87675,-96.75854,Entire condo,Entire home/apt,5,2.5,2,2,$79.0,21,365,21,21,1125,1125,21,1125,t,25,55,85,360,4,3,1,7/16/22,1/31/24,4.5,4.5,4.5,4,5,4,4.75,f,5,5,0,0,0.2
51870985,414861542,7/24/21,f,9,15,t,District 14,32.82549,-96.77332,Entire home,Entire home/apt,5,2,2,3,$253.0,3,1125,3,3,1125,1125,3,1125,t,2,19,46,135,38,7,0,9/8/21,11/12/23,4.71,4.68,4.71,4.89,4.79,4.97,4.71,f,9,9,0,0,1.27
51900944,329464978,1/20/20,f,35,38,t,District 10,32.91517,-96.73897,Entire rental unit,Entire home/apt,2,1,1,1,$74.0,30,1125,30,30,1125,1125,30,1125,t,7,37,56,71,4,0,0,2/4/22,1/4/23,5,5,5,5,5,4.5,5,f,35,35,0,0,0.16
51943731,136921552,6/25/17,t,2,2,t,District 14,32.78296,-96.79996,Entire rental unit,Entire home/apt,3,1,1,2,$103.0,1,60,1,2,60,60,1.4,60,t,18,33,59,329,96,39,1,9/26/21,1/29/24,4.85,4.84,4.77,4.83,4.88,4.9,4.89,f,2,2,0,0,3.27
51969810,75114206,5/31/16,f,1,1,t,District 6,32.78291,-96.8361,Entire rental unit,Entire home/apt,3,1,1,1,$77.0,1,1125,1,1,1125,1125,1,1125,t,0,15,45,320,17,11,0,9/26/21,12/24/23,4.88,4.76,4.88,4.76,4.88,4.94,4.94,f,1,1,0,0,0.58
51980525,193512222,6/4/18,t,20,25,t,District 2,32.81343,-96.77545,Entire home,Entire home/apt,10,3.5,5,7,$236.0,3,1000,1,3,1000,1000,3,1000,t,18,37,61,328,62,54,1,11/5/21,1/29/24,5,5,4.98,5,5,5,4.87,f,19,19,0,0,2.21
